Period,Period Label,Year,Frequency,Frequency Label,Economy Label,CommercialMarket Label,Median time in port (days),Average age of vessels
2021S01,S1   2021,2021,S,Semi-annual,Norway,Dry breakbulk carriers,0.3125,24
2021S01,S1   2021,2021,S,Semi-annual,Norway,Dry bulk carriers,0.8847,16
2021S01,S1   2021,2021,S,Semi-annual,Norway,Roll-on/ roll-off ships,,18
2021S01,S1   2021,2021,S,Semi-annual,Norway,Liquefied petroleum gas carriers,0.8101,10
2021S01,S1   2021,2021,S,Semi-annual,Norway,Liquefied natural gas carriers,0.2931,15
2021S01,S1   2021,2021,S,Semi-annual,Russian Federation,All ships,1.509,26
2021S01,S1   2021,2021,S,Semi-annual,Russian Federation,Passenger ships,,37
2021S01,S1   2021,2021,S,Semi-annual,Russian Federation,Liquid bulk carriers,1.1493,24
2021S01,S1   2021,2021,S,Semi-annual,Russian Federation,Container ships,1.4118,16
2021S01,S1   2021,2021,S,Semi-annual,Russian Federation,Dry breakbulk carriers,1.8573,32
2021S01,S1   2021,2021,S,Semi-annual,Russian Federation,Dry bulk carriers,2.5472,15
2021S01,S1   2021,2021,S,Semi-annual,Russian Federation,Roll-on/ roll-off ships,,32
2021S01,S1   2021,2021,S,Semi-annual,Russian Federation,Liquefied petroleum gas carriers,1.6014,14
2021S01,S1   2021,2021,S,Semi-annual,Russian Federation,Liquefied natural gas carriers,1.1187,9
2021S01,S1   2021,2021,S,Semi-annual,Spain,All ships,0.9021,17
2021S01,S1   2021,2021,S,Semi-annual,Spain,Passenger ships,,19
2021S01,S1   2021,2021,S,Semi-annual,Spain,Liquid bulk carriers,0.9174,13
2021S01,S1   2021,2021,S,Semi-annual,Spain,Container ships,0.6451,15
2021S01,S1   2021,2021,S,Semi-annual,Spain,Dry breakbulk carriers,1.1653,17
2021S01,S1   2021,2021,S,Semi-annual,Spain,Dry bulk carriers,1.7694,16
2021S01,S1   2021,2021,S,Semi-annual,Spain,Roll-on/ roll-off ships,,20
2021S01,S1   2021,2021,S,Semi-annual,Spain,Liquefied petroleum gas carriers,1.0361,12
2021S01,S1   2021,2021,S,Semi-annual,Spain,Liquefied natural gas carriers,1.0184,12
2021S01,S1   2021,2021,S,Semi-annual,Sweden,All ships,0.7736,23
2021S01,S1   2021,2021,S,Semi-annual,Sweden,Passenger ships,,26
2021S01,S1   2021,2021,S,Semi-annual,Sweden,Liquid bulk carriers,0.6528,15
2021S01,S1   2021,2021,S,Semi-annual,Sweden,Container ships,0.6149,16
2021S01,S1   2021,2021,S,Semi-annual,Sweden,Dry breakbulk carriers,1.0222,21
2021S01,S1   2021,2021,S,Semi-annual,Sweden,Dry bulk carriers,0.4437,27
2021S01,S1   2021,2021,S,Semi-annual,Sweden,Roll-on/ roll-off ships,,21
2021S01,S1   2021,2021,S,Semi-annual,Sweden,Liquefied petroleum gas carriers,0.8076,15
2021S01,S1   2021,2021,S,Semi-annual,Turkey,All ships,1.1958,24
2021S01,S1   2021,2021,S,Semi-annual,Turkey,Passenger ships,,25
2021S01,S1   2021,2021,S,Semi-annual,Turkey,Liquid bulk carriers,1.192,14
2021S01,S1   2021,2021,S,Semi-annual,Turkey,Container ships,0.6236,17
2021S01,S1   2021,2021,S,Semi-annual,Turkey,Dry breakbulk carriers,1.4931,29
2021S01,S1   2021,2021,S,Semi-annual,Turkey,Dry bulk carriers,3.7319,16
2021S01,S1   2021,2021,S,Semi-annual,Turkey,Roll-on/ roll-off ships,,24
2021S01,S1   2021,2021,S,Semi-annual,Turkey,Liquefied petroleum gas carriers,1.234,19
2021S01,S1   2021,2021,S,Semi-annual,Turkey,Liquefied natural gas carriers,1.2569,10
2021S01,S1   2021,2021,S,Semi-annual,United States of America,All ships,1.5639,26
2021S01,S1   2021,2021,S,Semi-annual,United States of America,Passenger ships,,30
2021S01,S1   2021,2021,S,Semi-annual,United States of America,Liquid bulk carriers,1.5684,11
2021S01,S1   2021,2021,S,Semi-annual,United States of America,Container ships,1.2069,15
2021S01,S1   2021,2021,S,Semi-annual,United States of America,Dry breakbulk carriers,2.0076,17
2021S01,S1   2021,2021,S,Semi-annual,United States of America,Dry bulk carriers,2.3632,17
2021S01,S1   2021,2021,S,Semi-annual,United States of America,Roll-on/ roll-off ships,,14
2021S01,S1   2021,2021,S,Semi-annual,United States of America,Liquefied petroleum gas carriers,1.8507,9
2021S01,S1   2021,2021,S,Semi-annual,United States of America,Liquefied natural gas carriers,1.2844,6
2021S01,S1   2021,2021,S,Semi-annual,United Kingdom,All ships,1.1625,18
2021S01,S1   2021,2021,S,Semi-annual,United Kingdom,Passenger ships,,19
2021S01,S1   2021,2021,S,Semi-annual,United Kingdom,Liquid bulk carriers,1.0514,15
2021S01,S1   2021,2021,S,Semi-annual,United Kingdom,Container ships,0.8035,16
2021S01,S1   2021,2021,S,Semi-annual,United Kingdom,Dry breakbulk carriers,1.525,20
2021S01,S1   2021,2021,S,Semi-annual,United Kingdom,Dry bulk carriers,2.9014,14
2021S01,S1   2021,2021,S,Semi-annual,United Kingdom,Roll-on/ roll-off ships,,14
2021S01,S1   2021,2021,S,Semi-annual,United Kingdom,Liquefied petroleum gas carriers,1.0556,12
2021S01,S1   2021,2021,S,Semi-annual,United Kingdom,Liquefied natural gas carriers,1.2271,7
2021S02,S2   2021,2021,S,Semi-annual,World,All ships,1.0507,18
2021S02,S2   2021,2021,S,Semi-annual,World,Passenger ships,,20
2021S02,S2   2021,2021,S,Semi-annual,World,Liquid bulk carriers,0.9771,14
2021S02,S2   2021,2021,S,Semi-annual,World,Container ships,0.8306,14
2021S02,S2   2021,2021,S,Semi-annual,World,Dry breakbulk carriers,1.1583,21
2021S02,S2   2021,2021,S,Semi-annual,World,Dry bulk carriers,2.0826,14
2021S02,S2   2021,2021,S,Semi-annual,World,Roll-on/ roll-off ships,,17
2021S02,S2   2021,2021,S,Semi-annual,World,Liquefied petroleum gas carriers,1.0229,15
2021S02,S2   2021,2021,S,Semi-annual,World,Liquefied natural gas carriers,1.1313,11
2021S02,S2   2021,2021,S,Semi-annual,Australia,All ships,1.5646,19
2021S02,S2   2021,2021,S,Semi-annual,Australia,Passenger ships,,30
2021S02,S2   2021,2021,S,Semi-annual,Australia,Liquid bulk carriers,1.3135,8
2021S02,S2   2021,2021,S,Semi-annual,Australia,Container ships,1.6972,14
2021S02,S2   2021,2021,S,Semi-annual,Australia,Dry breakbulk carriers,1.9854,11
2021S02,S2   2021,2021,S,Semi-annual,Australia,Dry bulk carriers,1.6417,10
2021S02,S2   2021,2021,S,Semi-annual,Australia,Roll-on/ roll-off ships,,10
2021S02,S2   2021,2021,S,Semi-annual,Australia,Liquefied petroleum gas carriers,0.8778,10
2021S02,S2   2021,2021,S,Semi-annual,Australia,Liquefied natural gas carriers,1.2674,9
2021S02,S2   2021,2021,S,Semi-annual,Canada,All ships,0.5889,26
2021S02,S2   2021,2021,S,Semi-annual,Canada,Passenger ships,,28
2021S02,S2   2021,2021,S,Semi-annual,Canada,Liquid bulk carriers,1.0264,12
2021S02,S2   2021,2021,S,Semi-annual,Canada,Container ships,1.7677,15
2021S02,S2   2021,2021,S,Semi-annual,Canada,Dry breakbulk carriers,0.6667,13
2021S02,S2   2021,2021,S,Semi-annual,Canada,Dry bulk carriers,0.1885,23
2021S02,S2   2021,2021,S,Semi-annual,Canada,Roll-on/ roll-off ships,,24
2021S02,S2   2021,2021,S,Semi-annual,Canada,Liquefied petroleum gas carriers,1.4889,7
2021S02,S2   2021,2021,S,Semi-annual,China,All ships,1.1681,13
2021S02,S2   2021,2021,S,Semi-annual,China,Passenger ships,,14
2021S02,S2   2021,2021,S,Semi-annual,China,Liquid bulk carriers,1.1257,12
2021S02,S2   2021,2021,S,Semi-annual,China,Container ships,0.7799,13
2021S02,S2   2021,2021,S,Semi-annual,China,Dry breakbulk carriers,1.5639,17
2021S02,S2   2021,2021,S,Semi-annual,China,Dry bulk carriers,2.066,14
2021S02,S2   2021,2021,S,Semi-annual,China,Roll-on/ roll-off ships,,12
2021S02,S2   2021,2021,S,Semi-annual,China,Liquefied petroleum gas carriers,1.0472,14
2021S02,S2   2021,2021,S,Semi-annual,China,Liquefied natural gas carriers,1.1965,9
2021S02,S2   2021,2021,S,Semi-annual,Croatia,All ships,1.1986,17
2021S02,S2   2021,2021,S,Semi-annual,Croatia,Passenger ships,,16
2021S02,S2   2021,2021,S,Semi-annual,Croatia,Liquid bulk carriers,0.9427,15
2021S02,S2   2021,2021,S,Semi-annual,Croatia,Container ships,0.6361,14
2021S02,S2   2021,2021,S,Semi-annual,Croatia,Dry breakbulk carriers,2.2302,23
2021S02,S2   2021,2021,S,Semi-annual,Croatia,Dry bulk carriers,2.5451,29
2021S02,S2   2021,2021,S,Semi-annual,Croatia,Liquefied natural gas carriers,1.5611,8
2021S02,S2   2021,2021,S,Semi-annual,Denmark,All ships,0.7354,20
2021S02,S2   2021,2021,S,Semi-annual,Denmark,Passenger ships,,20
2021S02,S2   2021,2021,S,Semi-annual,Denmark,Liquid bulk carriers,0.684,17
2021S02,S2   2021,2021,S,Semi-annual,Denmark,Container ships,0.5358,14
2021S02,S2   2021,2021,S,Semi-annual,Denmark,Dry breakbulk carriers,0.8142,24
2021S02,S2   2021,2021,S,Semi-annual,Denmark,Dry bulk carriers,0.7601,11
2021S02,S2   2021,2021,S,Semi-annual,Denmark,Roll-on/ roll-off ships,,20
2021S02,S2   2021,2021,S,Semi-annual,Denmark,Liquefied petroleum gas carriers,1.1243,14
2021S02,S2   2021,2021,S,Semi-annual,France,All ships,1.1521,17
2021S02,S2   2021,2021,S,Semi-annual,France,Passenger ships,,18
2021S02,S2   2021,2021,S,Semi-annual,France,Liquid bulk carriers,1.0111,13
2021S02,S2   2021,2021,S,Semi-annual,France,Container ships,0.9913,13
2021S02,S2   2021,2021,S,Semi-annual,France,Dry breakbulk carriers,1.5056,17
2021S02,S2   2021,2021,S,Semi-annual,France,Dry bulk carriers,3.0708,13
2021S02,S2   2021,2021,S,Semi-annual,France,Roll-on/ roll-off ships,,18
2021S02,S2   2021,2021,S,Semi-annual,France,Liquefied petroleum gas carriers,1.0868,12
2021S02,S2   2021,2021,S,Semi-annual,France,Liquefied natural gas carriers,1.1413,11
2021S02,S2   2021,2021,S,Semi-annual,Germany,All ships,0.833,19
2021S02,S2   2021,2021,S,Semi-annual,Germany,Passenger ships,,21
2021S02,S2   2021,2021,S,Semi-annual,Germany,Liquid bulk carriers,0.5462,17
2021S02,S2   2021,2021,S,Semi-annual,Germany,Container ships,1.1785,13
2021S02,S2   2021,2021,S,Semi-annual,Germany,Dry breakbulk carriers,0.8354,21
2021S02,S2   2021,2021,S,Semi-annual,Germany,Dry bulk carriers,2.2729,11
2021S02,S2   2021,2021,S,Semi-annual,Germany,Roll-on/ roll-off ships,,17
2021S02,S2   2021,2021,S,Semi-annual,Germany,Liquefied petroleum gas carriers,0.8875,14
2021S02,S2   2021,2021,S,Semi-annual,Greece,All ships,0.8368,22
2021S02,S2   2021,2021,S,Semi-annual,Greece,Passenger ships,,21
2021S02,S2   2021,2021,S,Semi-annual,Greece,Liquid bulk carriers,0.6125,21
2021S02,S2   2021,2021,S,Semi-annual,Greece,Container ships,1.0719,16
2021S02,S2   2021,2021,S,Semi-annual,Greece,Dry breakbulk carriers,1.1465,33
2021S02,S2   2021,2021,S,Semi-annual,Greece,Dry bulk carriers,0.6417,26
2021S02,S2   2021,2021,S,Semi-annual,Greece,Roll-on/ roll-off ships,,35
2021S02,S2   2021,2021,S,Semi-annual,Greece,Liquefied petroleum gas carriers,0.9847,24
2021S02,S2   2021,2021,S,Semi-annual,Greece,Liquefied natural gas carriers,1.2674,9
2021S02,S2   2021,2021,S,Semi-annual,Indonesia,All ships,1.2854,20
2021S02,S2   2021,2021,S,Semi-annual,Indonesia,Passenger ships,,22
2021S02,S2   2021,2021,S,Semi-annual,Indonesia,Liquid bulk carriers,1.3021,15
2021S02,S2   2021,2021,S,Semi-annual,Indonesia,Container ships,1.0819,15
2021S02,S2   2021,2021,S,Semi-annual,Indonesia,Dry breakbulk carriers,1.1538,21
2021S02,S2   2021,2021,S,Semi-annual,Indonesia,Dry bulk carriers,2.5524,18
2021S02,S2   2021,2021,S,Semi-annual,Indonesia,Roll-on/ roll-off ships,,32
2021S02,S2   2021,2021,S,Semi-annual,Indonesia,Liquefied petroleum gas carriers,1.0833,20
2021S02,S2   2021,2021,S,Semi-annual,Indonesia,Liquefied natural gas carriers,1.4222,16
2021S02,S2   2021,2021,S,Semi-annual,Italy,All ships,1.3576,28
2021S02,S2   2021,2021,S,Semi-annual,Italy,Passenger ships,,30
2021S02,S2   2021,2021,S,Semi-annual,Italy,Liquid bulk carriers,1.2493,19
2021S02,S2   2021,2021,S,Semi-annual,Italy,Container ships,0.9965,16
2021S02,S2   2021,2021,S,Semi-annual,Italy,Dry breakbulk carriers,2.0097,19
2021S02,S2   2021,2021,S,Semi-annual,Italy,Dry bulk carriers,3.666,14
2021S02,S2   2021,2021,S,Semi-annual,Italy,Roll-on/ roll-off ships,,13
2021S02,S2   2021,2021,S,Semi-annual,Italy,Liquefied petroleum gas carriers,1.7306,14
2021S02,S2   2021,2021,S,Semi-annual,Japan,All ships,0.4174,13
2021S02,S2   2021,2021,S,Semi-annual,Japan,Passenger ships,,15
2021S02,S2   2021,2021,S,Semi-annual,Japan,Liquid bulk carriers,0.3104,12
2021S02,S2   2021,2021,S,Semi-annual,Japan,Container ships,0.3708,13
2021S02,S2   2021,2021,S,Semi-annual,Japan,Dry breakbulk carriers,1.1913,14
2021S02,S2   2021,2021,S,Semi-annual,Japan,Dry bulk carriers,0.7552,13
2021S02,S2   2021,2021,S,Semi-annual,Japan,Roll-on/ roll-off ships,,11
2021S02,S2   2021,2021,S,Semi-annual,Japan,Liquefied petroleum gas carriers,0.3222,13
2021S02,S2   2021,2021,S,Semi-annual,Japan,Liquefied natural gas carriers,1.0347,13
2021S02,S2   2021,2021,S,Semi-annual,"Korea, Republic of",All ships,0.8889,15
2021S02,S2   2021,2021,S,Semi-annual,"Korea, Republic of",Passenger ships,,11
2021S02,S2   2021,2021,S,Semi-annual,"Korea, Republic of",Liquid bulk carriers,0.7382,13
2021S02,S2   2021,2021,S,Semi-annual,"Korea, Republic of",Container ships,0.7354,13
2021S02,S2   2021,2021,S,Semi-annual,"Korea, Republic of",Dry breakbulk carriers,1.1583,19
2021S02,S2   2021,2021,S,Semi-annual,"Korea, Republic of",Dry bulk carriers,2.184,13
2021S02,S2   2021,2021,S,Semi-annual,"Korea, Republic of",Roll-on/ roll-off ships,,20
2021S02,S2   2021,2021,S,Semi-annual,"Korea, Republic of",Liquefied petroleum gas carriers,0.8,14
2021S02,S2   2021,2021,S,Semi-annual,"Korea, Republic of",Liquefied natural gas carriers,1.05,11
2021S02,S2   2021,2021,S,Semi-annual,Netherlands,All ships,0.6257,17
2021S02,S2   2021,2021,S,Semi-annual,Netherlands,Passenger ships,,14
2021S02,S2   2021,2021,S,Semi-annual,Netherlands,Liquid bulk carriers,0.6083,17
2021S02,S2   2021,2021,S,Semi-annual,Netherlands,Container ships,0.8944,15
2021S02,S2   2021,2021,S,Semi-annual,Netherlands,Dry breakbulk carriers,0.3896,20
2021S02,S2   2021,2021,S,Semi-annual,Netherlands,Dry bulk carriers,1.3604,10
2021S02,S2   2021,2021,S,Semi-annual,Netherlands,Roll-on/ roll-off ships,,21
2021S02,S2   2021,2021,S,Semi-annual,Netherlands,Liquefied petroleum gas carriers,0.9896,14
2021S02,S2   2021,2021,S,Semi-annual,Netherlands,Liquefied natural gas carriers,1.0299,8
2021S02,S2   2021,2021,S,Semi-annual,Norway,All ships,0.4215,13
2021S02,S2   2021,2021,S,Semi-annual,Norway,Passenger ships,,12
2021S02,S2   2021,2021,S,Semi-annual,Norway,Liquid bulk carriers,0.5833,15
2021S02,S2   2021,2021,S,Semi-annual,Norway,Container ships,0.3521,16
2021S02,S2   2021,2021,S,Semi-annual,Norway,Dry breakbulk carriers,0.3368,24
2021S02,S2   2021,2021,S,Semi-annual,Norway,Dry bulk carriers,0.7549,17
2021S02,S2   2021,2021,S,Semi-annual,Norway,Roll-on/ roll-off ships,,17
2021S02,S2   2021,2021,S,Semi-annual,Norway,Liquefied petroleum gas carriers,0.8951,10
2021S02,S2   2021,2021,S,Semi-annual,Norway,Liquefied natural gas carriers,0.2889,15
2021S02,S2   2021,2021,S,Semi-annual,Russian Federation,All ships,1.4285,25
2021S02,S2   2021,2021,S,Semi-annual,Russian Federation,Passenger ships,,28
2021S02,S2   2021,2021,S,Semi-annual,Russian Federation,Liquid bulk carriers,1.0597,22
2021S02,S2   2021,2021,S,Semi-annual,Russian Federation,Container ships,1.7104,16
2021S02,S2   2021,2021,S,Semi-annual,Russian Federation,Dry breakbulk carriers,1.7194,30
2021S02,S2   2021,2021,S,Semi-annual,Russian Federation,Dry bulk carriers,2.4868,16
2021S02,S2   2021,2021,S,Semi-annual,Russian Federation,Roll-on/ roll-off ships,,28
2021S02,S2   2021,2021,S,Semi-annual,Russian Federation,Liquefied petroleum gas carriers,1.4708,18
2021S02,S2   2021,2021,S,Semi-annual,Russian Federation,Liquefied natural gas carriers,1.15,10
2021S02,S2   2021,2021,S,Semi-annual,Spain,All ships,0.9007,17
2021S02,S2   2021,2021,S,Semi-annual,Spain,Passenger ships,,19
2021S02,S2   2021,2021,S,Semi-annual,Spain,Liquid bulk carriers,0.8868,12
2021S02,S2   2021,2021,S,Semi-annual,Spain,Container ships,0.6563,15
2021S02,S2   2021,2021,S,Semi-annual,Spain,Dry breakbulk carriers,1.2007,16
2021S02,S2   2021,2021,S,Semi-annual,Spain,Dry bulk carriers,1.7875,15
2021S02,S2   2021,2021,S,Semi-annual,Spain,Roll-on/ roll-off ships,,13
2021S02,S2   2021,2021,S,Semi-annual,Spain,Liquefied petroleum gas carriers,1.0035,12
2021S02,S2   2021,2021,S,Semi-annual,Spain,Liquefied natural gas carriers,1.0812,10
2021S02,S2   2021,2021,S,Semi-annual,Sweden,All ships,0.7694,23
2021S02,S2   2021,2021,S,Semi-annual,Sweden,Passenger ships,,25
2021S02,S2   2021,2021,S,Semi-annual,Sweden,Liquid bulk carriers,0.6667,14
2021S02,S2   2021,2021,S,Semi-annual,Sweden,Container ships,0.7024,15
2021S02,S2   2021,2021,S,Semi-annual,Sweden,Dry breakbulk carriers,0.9854,22
2021S02,S2   2021,2021,S,Semi-annual,Sweden,Dry bulk carriers,0.467,25
2021S02,S2   2021,2021,S,Semi-annual,Sweden,Roll-on/ roll-off ships,,20
2021S02,S2   2021,2021,S,Semi-annual,Sweden,Liquefied petroleum gas carriers,0.8069,15
2021S02,S2   2021,2021,S,Semi-annual,Sweden,Liquefied natural gas carriers,0.7069,7
2021S02,S2   2021,2021,S,Semi-annual,Turkey,All ships,1.2347,24
2021S02,S2   2021,2021,S,Semi-annual,Turkey,Passenger ships,,25
2021S02,S2   2021,2021,S,Semi-annual,Turkey,Liquid bulk carriers,1.1521,14
2021S02,S2   2021,2021,S,Semi-annual,Turkey,Container ships,0.6382,17
2021S02,S2   2021,2021,S,Semi-annual,Turkey,Dry breakbulk carriers,1.5764,28
2021S02,S2   2021,2021,S,Semi-annual,Turkey,Dry bulk carriers,4.0833,16
2021S02,S2   2021,2021,S,Semi-annual,Turkey,Roll-on/ roll-off ships,,25
2021S02,S2   2021,2021,S,Semi-annual,Turkey,Liquefied petroleum gas carriers,1.1903,20
2021S02,S2   2021,2021,S,Semi-annual,Turkey,Liquefied natural gas carriers,1.1563,8
2021S02,S2   2021,2021,S,Semi-annual,United States of America,All ships,1.5861,26
2021S02,S2   2021,2021,S,Semi-annual,United States of America,Passenger ships,,30
2021S02,S2   2021,2021,S,Semi-annual,United States of America,Liquid bulk carriers,1.6201,11
2021S02,S2   2021,2021,S,Semi-annual,United States of America,Container ships,1.2958,15
2021S02,S2   2021,2021,S,Semi-annual,United States of America,Dry breakbulk carriers,2.0563,16
2021S02,S2   2021,2021,S,Semi-annual,United States of America,Dry bulk carriers,2.0778,20
2021S02,S2   2021,2021,S,Semi-annual,United States of America,Roll-on/ roll-off ships,,13
2021S02,S2   2021,2021,S,Semi-annual,United States of America,Liquefied petroleum gas carriers,1.8135,9
2021S02,S2   2021,2021,S,Semi-annual,United States of America,Liquefied natural gas carriers,1.2521,6
2021S02,S2   2021,2021,S,Semi-annual,United Kingdom,All ships,1.1639,18
2021S02,S2   2021,2021,S,Semi-annual,United Kingdom,Passenger ships,,18
2021S02,S2   2021,2021,S,Semi-annual,United Kingdom,Liquid bulk carriers,1.0438,14
2021S02,S2   2021,2021,S,Semi-annual,United Kingdom,Container ships,0.8503,16
2021S02,S2   2021,2021,S,Semi-annual,United Kingdom,Dry breakbulk carriers,1.5236,19
2021S02,S2   2021,2021,S,Semi-annual,United Kingdom,Dry bulk carriers,3.049,13
2021S02,S2   2021,2021,S,Semi-annual,United Kingdom,Roll-on/ roll-off ships,,15
2021S02,S2   2021,2021,S,Semi-annual,United Kingdom,Liquefied petroleum gas carriers,1.0486,11
2021S02,S2   2021,2021,S,Semi-annual,United Kingdom,Liquefied natural gas carriers,1.234,8
